case_id,cnr_number,district,court_type,case_type,case_subtype,acts_and_sections,case_status,filed_date,last_hearing_date,petitioner_status,number_of_petitioners,number_of_respondents,petitioner_has_legal_aid,is_government_litigant,judge_id,judge_efficiency_score,evidence_complexity_score,is_bailable,fir_number,undertrial_duration_months,dispute_value_inr,is_commercial_dispute,case_age_days,adjournments_count,priority_score
CASE20250458,KA8607-183898-2021,Ahmedabad,High Court,Civil,Tort Claim,Civil Procedure Code,Arguments,18-02-2021,07-01-2023,Normal,5,1,FALSE,TRUE,JUDGE-7,1.023783949,7,,,0,3516053,FALSE,1696,14,24.32
CASE20250459,KA9009-996093-2016,Bardhaman,District Court,Criminal,Fraud,IPC 302,Evidence,03-09-2023,07-01-2024,Normal,4,5,FALSE,FALSE,JUDGE-18,0.982453115,5,Non-Bailable,FIR-395/2025,0,,FALSE,769,38,29.17
CASE20250460,KA5409-542293-2015,Guntakal,District Court,Civil,Eviction,Civil Procedure Code,Pleadings,19-10-2010,01-08-2011,Normal,3,7,FALSE,FALSE,JUDGE-8,1.203428678,10,,,0,4298254,FALSE,5471,39,41.7
CASE20250461,KA2307-353556-2023,Giridih,District Court,Family,Maintenance,Civil Procedure Code,Summons,29-12-2011,10-06-2012,Undertrial,2,2,FALSE,TRUE,JUDGE-15,0.60039864,7,,,0,0,FALSE,5035,6,60.3
CASE20250462,KA6907-944058-2013,Gopalpur,District Court,Family,Maintenance,Civil Procedure Code,Order Pending,20-07-2018,03-09-2018,Senior Citizen,4,2,TRUE,FALSE,JUDGE-18,0.982453115,10,,,0,0,FALSE,2640,20,44.08
CASE20250463,KA5107-920448-2012,Kalyan-Dombivli,District Court,Family,Child Custody,Civil Procedure Code,Order Pending,23-01-2019,09-11-2020,Woman/Child,4,6,FALSE,FALSE,JUDGE-17,1.392299379,5,,,0,0,FALSE,2453,66,49.3
CASE20250464,KA6106-671040-2022,Gurgaon,District Court,Criminal,Cybercrime,NDPS Act,Evidence,13-04-2022,12-09-2023,Normal,1,2,TRUE,TRUE,JUDGE-15,0.60039864,2,Non-Bailable,FIR-857/2025,0,,FALSE,1277,25,32.25
CASE20250465,KA7203-551374-2014,Warangal,District Court,Criminal,Theft,IPC 420,Arguments,27-02-2018,13-08-2019,Corporation,2,4,FALSE,FALSE,JUDGE-4,0.735865936,8,Bailable,FIR-486/2025,0,,FALSE,2783,42,35.66
CASE20250466,KA3607-653621-2010,Solapur,District Court,Criminal,Theft,IPC 420,Evidence,04-06-2015,14-01-2017,Normal,1,3,FALSE,TRUE,JUDGE-8,1.203428678,9,Bailable,FIR-113/2025,0,,FALSE,3782,58,49.5
CASE20250467,KA4901-867537-2023,Amaravati,District Court,Criminal,Fraud,NDPS Act,Pleadings,16-04-2018,16-07-2019,Normal,3,2,FALSE,FALSE,JUDGE-4,0.735865936,8,Non-Bailable,FIR-459/2025,0,,FALSE,2735,2,33.33
CASE20250468,KA9902-261825-2022,Bhiwandi,District Court,Commercial,Insolvency,"Companies Act, 2013",Pleadings,18-08-2011,19-02-2013,Normal,4,7,FALSE,FALSE,JUDGE-7,1.023783949,3,,,0,27420322,TRUE,5168,48,55.78
CASE20250469,KA2804-243841-2014,Sasaram,Magistrate Court,Civil,Tort Claim,Civil Procedure Code,Order Pending,09-07-2025,26-06-2027,Corporation,2,4,FALSE,TRUE,JUDGE-15,0.60039864,10,,,0,4072475,FALSE,94,67,25.64
CASE20250470,KA4001-812857-2022,Bharatpur,District Court,Commercial,Insolvency,"Companies Act, 2013",Summons,23-07-2013,30-07-2014,Undertrial,3,3,FALSE,FALSE,JUDGE-19,1.403128866,5,,,0,83195910,TRUE,4463,72,82.5
CASE20250471,KA7505-377864-2011,Kochi,Magistrate Court,Property,Partition Suit,Civil Procedure Code,Evidence,16-10-2018,21-10-2019,Senior Citizen,2,6,TRUE,TRUE,JUDGE-9,0.857957551,3,,,0,4314151,FALSE,2552,69,53.98
CASE20250472,KA5105-652123-2013,Jamshedpur,Magistrate Court,Property,Title Dispute,Civil Procedure Code,Evidence,02-06-2011,22-03-2013,Normal,3,3,FALSE,FALSE,JUDGE-5,1.277799327,7,,,0,4507375,FALSE,5245,53,43.5
CASE20250473,KA1408-434090-2020,Hosur,District Court,Family,Divorce,Civil Procedure Code,Evidence,06-01-2011,06-10-2012,Normal,4,6,FALSE,FALSE,JUDGE-16,0.919818682,6,,,0,0,FALSE,5392,17,33.1
CASE20250474,KA6506-857100-2012,Asansol,High Court,Commercial,Intellectual Property,"Companies Act, 2013",Arguments,09-01-2013,18-07-2013,Normal,3,1,FALSE,FALSE,JUDGE-8,1.203428678,9,,,0,31548900,TRUE,4658,14,48.7
CASE20250475,KA5808-611006-2015,Jamnagar,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,24-02-2011,29-05-2011,Senior Citizen,1,2,TRUE,FALSE,JUDGE-15,0.60039864,2,,,0,4772835,FALSE,5343,17,46.1
CASE20250476,KA1607-921985-2023,Bhiwandi,High Court,Criminal,Cybercrime,NDPS Act,Arguments,29-12-2018,01-12-2019,Normal,2,7,FALSE,FALSE,JUDGE-8,1.203428678,6,Non-Bailable,FIR-878/2025,0,,FALSE,2478,53,44.97
CASE20250477,KA8009-334016-2017,Khora ,District Court,Civil,Eviction,Civil Procedure Code,Arguments,30-11-2015,07-11-2016,Normal,5,7,FALSE,FALSE,JUDGE-20,0.760254494,3,,,0,3031356,FALSE,3603,26,33.98
CASE20250478,KA9904-763131-2021,Mira-Bhayandar,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,17-09-2013,31-10-2014,Undertrial,4,6,FALSE,TRUE,JUDGE-10,0.874007546,8,,,0,4905240,FALSE,4407,46,72.8
CASE20250479,KA7207-553374-2010,Jodhpur,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,22-12-2012,27-09-2014,Undertrial,2,1,FALSE,FALSE,JUDGE-7,1.023783949,9,,,0,4155590,FALSE,4676,65,69.5
CASE20250480,KA6607-132047-2019,Rohtak,District Court,Criminal,Assault,POCSO Act,Evidence,10-02-2011,03-08-2012,Normal,2,2,FALSE,TRUE,JUDGE-2,1.372803497,3,Bailable,FIR-623/2025,0,,FALSE,5357,25,39
CASE20250481,KA2607-518248-2012,Agra,District Court,Civil,Contract Breach,Civil Procedure Code,Order Pending,12-05-2020,12-01-2022,Normal,5,5,FALSE,TRUE,JUDGE-10,0.874007546,1,,,0,3238911,FALSE,1978,10,22.05
CASE20250482,KA6303-706968-2015,Purnia,District Court,Criminal,Cybercrime,IPC 420,Pleadings,13-07-2018,04-01-2020,Normal,5,7,FALSE,FALSE,JUDGE-11,0.648393063,2,Bailable,FIR-161/2025,0,,FALSE,2647,22,25.73
CASE20250483,KA7706-972326-2014,Avadi,District Court,Family,Divorce,Civil Procedure Code,Arguments,28-01-2018,30-06-2019,Normal,4,7,FALSE,FALSE,JUDGE-20,0.760254494,7,,,0,0,FALSE,2813,18,28.17
CASE20250484,KA9507-950729-2012,Madanapalle,District Court,Family,Child Custody,Civil Procedure Code,Evidence,05-02-2021,05-04-2022,Normal,3,1,TRUE,FALSE,JUDGE-6,0.824435775,7,,,0,0,FALSE,1709,74,30.21
CASE20250485,KA5706-200244-2022,Gulbarga,District Court,Criminal,Fraud,IPC 420,Summons,23-04-2012,23-10-2013,Normal,4,2,FALSE,FALSE,JUDGE-2,1.372803497,9,Bailable,FIR-572/2025,0,,FALSE,4919,49,44.2
CASE20250486,KA4704-880089-2019,Gandhidham,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,15-10-2010,10-01-2011,Normal,2,3,FALSE,FALSE,JUDGE-1,0.940730844,10,,,0,1565433,FALSE,5475,68,45
CASE20250487,KA7803-366378-2012,Cuttack,Magistrate Court,Civil,Eviction,Civil Procedure Code,Summons,09-01-2014,04-05-2015,Woman/Child,4,3,FALSE,FALSE,JUDGE-9,0.857957551,4,,,0,292562,FALSE,4293,42,54.6
CASE20250488,KA6909-677347-2021,Bidhannagar,District Court,Civil,Contract Breach,Civil Procedure Code,Arguments,26-09-2018,07-01-2020,Normal,4,1,FALSE,FALSE,JUDGE-7,1.023783949,10,,,0,425360,FALSE,2572,69,37.62
CASE20250489,KA7809-849148-2018,Mysore,High Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,04-05-2017,10-08-2017,Corporation,5,3,FALSE,TRUE,JUDGE-7,1.023783949,4,,,0,27434945,TRUE,3082,62,57.99
CASE20250490,KA7105-412037-2011,Dhanbad,High Court,Civil,Eviction,Civil Procedure Code,Evidence,22-09-2020,13-11-2020,Undertrial,1,7,TRUE,FALSE,JUDGE-15,0.60039864,10,,,0,1798217,FALSE,1845,3,43.54
CASE20250491,KA7502-474510-2023,Surat,District Court,Family,Child Custody,Civil Procedure Code,Arguments,14-06-2021,25-09-2021,Corporation,4,3,FALSE,FALSE,JUDGE-19,1.403128866,9,,,0,0,FALSE,1580,40,27.32
CASE20250492,KA6806-369598-2014,Mira-Bhayandar,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,04-06-2020,25-04-2021,Normal,3,1,FALSE,FALSE,JUDGE-2,1.372803497,8,,,0,60792039,TRUE,1955,34,42.59
CASE20250493,KA6802-531270-2021,Asansol,District Court,Family,Child Custody,Civil Procedure Code,Evidence,24-08-2024,10-04-2025,Normal,3,6,FALSE,FALSE,JUDGE-8,1.203428678,6,,,0,0,FALSE,413,31,15.13
CASE20250494,KA7409-931586-2017,Danapur,High Court,Civil,Tort Claim,Civil Procedure Code,Evidence,22-10-2020,04-02-2021,Normal,2,2,TRUE,FALSE,JUDGE-15,0.60039864,10,,,0,84640,FALSE,1815,30,26.43
CASE20250495,KA2304-633543-2016,Ambala,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,22-08-2011,18-12-2012,Normal,4,2,FALSE,FALSE,JUDGE-5,1.277799327,4,,,0,83072237,TRUE,5164,44,55.2
CASE20250496,KA5806-688944-2010,Hospet,High Court,Civil,Contract Breach,Civil Procedure Code,Evidence,08-06-2017,10-08-2017,Normal,5,3,FALSE,FALSE,JUDGE-13,1.153669741,4,,,0,1938565,FALSE,3047,37,33.97
CASE20250497,KA1903-473580-2012,Jalna,District Court,Criminal,Fraud,IPC 302,Arguments,28-10-2022,07-04-2024,Normal,5,2,FALSE,TRUE,JUDGE-12,0.640932752,7,Bailable,FIR-351/2025,0,,FALSE,1079,48,30.29
CASE20250498,KA7406-636152-2022,Tiruppur,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,03-01-2022,26-07-2023,Normal,4,3,TRUE,FALSE,JUDGE-2,1.372803497,3,,,0,16233991,TRUE,1377,40,37.35
CASE20250499,KA8106-598215-2012,Raebareli,District Court,Civil,Eviction,Civil Procedure Code,Arguments,09-01-2017,27-11-2018,Corporation,1,6,TRUE,TRUE,JUDGE-14,1.482045073,7,,,0,3468091,FALSE,3197,63,45.4
CASE20250500,KA4503-580156-2014,Satna,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,31-07-2014,25-04-2015,Normal,4,4,TRUE,TRUE,JUDGE-15,0.60039864,7,,,0,2782799,FALSE,4090,39,45.2
CASE20250501,KA6001-758469-2015,Bhagalpur,District Court,Criminal,Theft,NDPS Act,Arguments,25-06-2021,18-08-2022,Corporation,2,3,TRUE,FALSE,JUDGE-5,1.277799327,9,Bailable,FIR-332/2025,0,,FALSE,1569,47,29.35
CASE20250502,KA4901-482876-2018,Sambhal,District Court,Criminal,Dowry,POCSO Act,Evidence,02-01-2014,11-03-2014,Normal,4,1,FALSE,TRUE,JUDGE-17,1.392299379,2,Bailable,FIR-297/2025,0,,FALSE,4300,28,39.4
CASE20250503,KA9403-668583-2014,Chinsurah,High Court,Civil,Land Dispute,Civil Procedure Code,Arguments,03-11-2016,02-01-2018,Corporation,2,5,FALSE,FALSE,JUDGE-19,1.403128866,5,,,0,951696,FALSE,3264,6,26.66
CASE20250504,KA5301-158569-2017,Chennai,District Court,Criminal,Cybercrime,IPC 302,Arguments,30-12-2020,27-11-2022,Normal,4,6,FALSE,FALSE,JUDGE-7,1.023783949,9,Non-Bailable,FIR-528/2025,0,,FALSE,1746,74,41.46
CASE20250505,KA1006-620035-2014,Agra,District Court,Criminal,Fraud,NDPS Act,Summons,04-01-2024,16-10-2024,Normal,3,3,FALSE,FALSE,JUDGE-14,1.482045073,10,Bailable,FIR-726/2025,0,,FALSE,646,16,14.22
CASE20250506,KA5006-271081-2011,Sagar,District Court,Civil,Contract Breach,Civil Procedure Code,Evidence,24-08-2022,02-08-2023,Normal,1,1,FALSE,FALSE,JUDGE-17,1.392299379,8,,,0,155984,FALSE,1144,21,18.14
CASE20250507,KA1709-469516-2021,Satara,District Court,Criminal,Fraud,IPC 302,Summons,14-11-2022,26-09-2024,Undertrial,3,6,FALSE,TRUE,JUDGE-5,1.277799327,5,Non-Bailable,FIR-663/2025,26,,FALSE,1062,63,74.77
CASE20250508,KA1901-382847-2024,Bhiwani,District Court,Property,Partition Suit,Civil Procedure Code,Evidence,09-11-2021,19-01-2023,Undertrial,3,1,FALSE,TRUE,JUDGE-15,0.60039864,2,,,0,1385699,FALSE,1432,64,55.81
CASE20250509,KA7002-304040-2011,Srikakulam,Magistrate Court,Criminal,Theft,NDPS Act,Evidence,20-04-2024,02-08-2024,Undertrial,2,5,FALSE,TRUE,JUDGE-12,0.640932752,3,Non-Bailable,FIR-939/2025,16,,FALSE,539,53,66.86
CASE20250510,KA8507-122878-2022,Aurangabad,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,13-06-2024,02-02-2025,Undertrial,3,4,FALSE,TRUE,JUDGE-3,1.394636182,1,,,0,1601775,FALSE,485,34,44.02
CASE20250511,KA4803-332791-2013,Durgapur,District Court,Criminal,Assault,IPC 420,Evidence,11-05-2016,24-02-2017,Undertrial,4,1,FALSE,FALSE,JUDGE-20,0.760254494,3,Non-Bailable,FIR-310/2025,81,,FALSE,3440,9,72.76
CASE20250512,KA8501-601800-2016,New Delhi,High Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Summons,19-09-2015,05-09-2016,Normal,5,2,FALSE,TRUE,JUDGE-3,1.394636182,6,,,0,57768258,TRUE,3675,15,52.5
CASE20250513,KA4809-931205-2021,Thanjavur,District Court,Family,Child Custody,Civil Procedure Code,Summons,27-01-2015,17-09-2015,Senior Citizen,1,1,FALSE,TRUE,JUDGE-19,1.403128866,1,,,0,0,FALSE,3910,47,59.6
CASE20250514,KA1904-373299-2012,Munger,Magistrate Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,20-06-2017,07-10-2017,Normal,1,6,FALSE,FALSE,JUDGE-20,0.760254494,7,,,0,70357019,TRUE,3035,23,46.19
CASE20250515,KA9802-327111-2012,Vasai-Virar,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,10-09-2012,05-05-2013,Normal,4,1,TRUE,TRUE,JUDGE-20,0.760254494,10,,,0,3624192,FALSE,4779,26,42.8
CASE20250516,KA5106-896008-2011,Jammu,District Court,Criminal,Assault,POCSO Act,Order Pending,19-07-2015,15-08-2016,Undertrial,4,5,FALSE,FALSE,JUDGE-1,0.940730844,10,Bailable,FIR-692/2025,72,,FALSE,3737,26,72.8
CASE20250517,KA9008-133244-2012,Tirupati,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Evidence,24-08-2014,08-12-2014,Senior Citizen,5,3,FALSE,FALSE,JUDGE-3,1.394636182,2,,,0,87813028,TRUE,4066,9,58.7
CASE20250518,KA3304-918565-2016,Madhyamgram,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Pleadings,05-01-2024,10-02-2024,Normal,3,3,FALSE,FALSE,JUDGE-5,1.277799327,9,,,0,34621389,TRUE,645,56,38.92
CASE20250519,KA8205-536167-2012,Jehanabad,District Court,Criminal,Cybercrime,NDPS Act,Evidence,23-01-2022,26-06-2022,Senior Citizen,1,6,FALSE,FALSE,JUDGE-17,1.392299379,6,Bailable,FIR-237/2025,0,,FALSE,1357,73,42.29
CASE20250520,KA8209-294066-2011,Gudivada,District Court,Criminal,Assault,IPC 420,Evidence,04-01-2021,24-10-2021,Normal,2,7,FALSE,FALSE,JUDGE-17,1.392299379,5,Bailable,FIR-592/2025,0,,FALSE,1741,31,23.72
CASE20250521,KA2501-805576-2017,Solapur,District Court,Criminal,Fraud,NDPS Act,Summons,01-12-2023,13-09-2025,Normal,2,2,TRUE,FALSE,JUDGE-1,0.940730844,10,Non-Bailable,FIR-850/2025,0,,FALSE,680,13,23.56
CASE20250522,KA7607-763595-2015,Malegaon,District Court,Criminal,Theft,IPC 420,Evidence,23-01-2018,13-08-2019,Corporation,3,3,FALSE,FALSE,JUDGE-13,1.153669741,7,Non-Bailable,FIR-600/2025,0,,FALSE,2818,0,32.8
CASE20250523,KA9103-127477-2011,Navi Mumbai,District Court,Family,Maintenance,Civil Procedure Code,Pleadings,12-12-2021,18-06-2022,Undertrial,1,1,FALSE,FALSE,JUDGE-11,0.648393063,3,,,0,0,FALSE,1399,65,51.08
CASE20250524,KA7503-226069-2017,Bhind,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Evidence,10-06-2011,15-03-2013,Normal,1,1,FALSE,TRUE,JUDGE-6,0.824435775,8,,,0,163637,TRUE,5237,64,59.43
CASE20250525,KA6406-856930-2018,Pimpri-Chinchwad,District Court,Criminal,Fraud,NDPS Act,Pleadings,29-08-2017,02-05-2019,Normal,4,1,FALSE,TRUE,JUDGE-7,1.023783949,6,Bailable,FIR-309/2025,0,,FALSE,2965,12,31.91
CASE20250526,KA9003-575244-2023,Pimpri-Chinchwad,District Court,Property,Inheritance,Civil Procedure Code,Arguments,11-03-2014,29-06-2015,Normal,4,4,TRUE,TRUE,JUDGE-2,1.372803497,2,,,0,3871934,FALSE,4232,35,41.5
CASE20250527,KA7309-621652-2019,Kamarhati,District Court,Criminal,Cybercrime,NDPS Act,Evidence,24-01-2021,02-06-2022,Normal,5,6,FALSE,TRUE,JUDGE-15,0.60039864,4,Bailable,FIR-180/2025,0,,FALSE,1721,47,32.89
CASE20250528,KA8108-218701-2021,Chapra,District Court,Criminal,Dowry,NDPS Act,Arguments,13-10-2012,25-07-2013,Senior Citizen,5,7,FALSE,FALSE,JUDGE-13,1.153669741,6,Non-Bailable,FIR-667/2025,0,,FALSE,4746,7,55.1
CASE20250529,KA2601-687614-2018,Chennai,District Court,Civil,Contract Breach,Civil Procedure Code,Pleadings,20-09-2019,11-09-2020,Senior Citizen,4,4,FALSE,FALSE,JUDGE-4,0.735865936,2,,,0,4967381,FALSE,2213,33,41.06
CASE20250530,KA7809-542045-2010,Kamarhati,Magistrate Court,Criminal,Assault,IPC 302,Evidence,16-04-2024,02-10-2024,Normal,4,6,FALSE,FALSE,JUDGE-1,0.940730844,2,Bailable,FIR-563/2025,0,,FALSE,543,41,17.02
CASE20250531,KA3303-330746-2016,Kozhikode,High Court,Family,Child Custody,Civil Procedure Code,Evidence,19-08-2019,09-04-2021,Normal,1,3,FALSE,FALSE,JUDGE-7,1.023783949,5,,,0,0,FALSE,2245,2,18.48
CASE20250532,KA9506-488135-2023,Sambhal,Magistrate Court,Criminal,Dowry,NDPS Act,Arguments,08-07-2020,11-08-2021,Normal,4,3,FALSE,TRUE,JUDGE-13,1.153669741,5,Non-Bailable,FIR-375/2025,0,,FALSE,1921,74,45.66
CASE20250533,KA2104-740794-2010,Ratlam,District Court,Civil,Eviction,Civil Procedure Code,Summons,26-03-2016,23-04-2017,Normal,3,4,FALSE,FALSE,JUDGE-4,0.735865936,2,,,0,3192670,FALSE,3486,56,39.88
CASE20250534,KA6808-227824-2015,Saharsa,District Court,Criminal,Cybercrime,IPC 302,Arguments,26-12-2021,28-08-2022,Senior Citizen,4,6,TRUE,FALSE,JUDGE-10,0.874007546,7,Bailable,FIR-703/2025,0,,FALSE,1385,22,34.59
CASE20250535,KA3802-597928-2012,Pudukkottai,High Court,Civil,Contract Breach,Civil Procedure Code,Arguments,18-01-2015,01-09-2016,Normal,5,2,FALSE,FALSE,JUDGE-6,0.824435775,5,,,0,405001,FALSE,3919,57,42.5
CASE20250536,KA1701-257754-2014,Kakinada,District Court,Civil,Eviction,Civil Procedure Code,Arguments,07-03-2011,16-07-2012,Corporation,2,5,TRUE,FALSE,JUDGE-9,0.857957551,3,,,0,1414786,FALSE,5332,14,30.7
CASE20250537,KA8506-839259-2015,Parbhani,District Court,Criminal,Cybercrime,NDPS Act,Evidence,03-09-2023,02-06-2024,Normal,3,4,TRUE,FALSE,JUDGE-17,1.392299379,7,Bailable,FIR-402/2025,0,,FALSE,769,8,11.17
CASE20250538,KA3606-164903-2017,Jhansi,District Court,Criminal,Fraud,IPC 420,Summons,24-01-2012,18-08-2013,Corporation,5,6,TRUE,TRUE,JUDGE-4,0.735865936,8,Bailable,FIR-268/2025,0,,FALSE,5009,14,38.2
CASE20250539,KA6104-787059-2012,Coimbatore,High Court,Criminal,Dowry,POCSO Act,Summons,15-12-2017,15-06-2018,Normal,5,3,FALSE,FALSE,JUDGE-5,1.277799327,8,Bailable,FIR-122/2025,0,,FALSE,2857,47,37.67
CASE20250540,KA1803-129603-2018,Jabalpur,District Court,Criminal,Dowry,IPC 420,Order Pending,10-04-2024,21-03-2026,Normal,2,2,FALSE,FALSE,JUDGE-12,0.640932752,7,Non-Bailable,FIR-669/2025,0,,FALSE,549,15,21.76
CASE20250541,KA4706-443513-2019,Berhampore,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,27-02-2017,19-12-2017,Undertrial,1,6,TRUE,TRUE,JUDGE-20,0.760254494,4,,,0,3734221,FALSE,3148,8,55.96
CASE20250542,KA9706-539831-2012,Durg,District Court,Criminal,Dowry,POCSO Act,Evidence,07-04-2013,12-06-2014,Senior Citizen,5,7,FALSE,FALSE,JUDGE-16,0.919818682,5,Bailable,FIR-394/2025,0,,FALSE,4570,21,48.8
CASE20250543,KA8404-889264-2017,Bilaspur,District Court,Civil,Land Dispute,Civil Procedure Code,Order Pending,07-03-2023,04-10-2023,Normal,2,4,FALSE,FALSE,JUDGE-6,0.824435775,4,,,0,3701427,FALSE,949,18,13.9
CASE20250544,KA2205-211783-2021,Jaipur,District Court,Criminal,Theft,IPC 302,Evidence,23-08-2025,26-10-2026,Normal,5,3,FALSE,TRUE,JUDGE-13,1.153669741,10,Bailable,FIR-373/2025,0,,FALSE,49,62,25.34
CASE20250545,KA4207-369209-2022,Sultan Pur Majra,District Court,Criminal,Assault,NDPS Act,Summons,22-04-2011,21-02-2012,Senior Citizen,1,2,FALSE,TRUE,JUDGE-4,0.735865936,2,Non-Bailable,FIR-499/2025,0,,FALSE,5286,23,62.9
CASE20250546,KA9702-838824-2013,Nashik,High Court,Civil,Eviction,Civil Procedure Code,Pleadings,19-07-2017,28-10-2018,Normal,4,2,FALSE,FALSE,JUDGE-8,1.203428678,4,,,0,125047,FALSE,3006,54,37.59
CASE20250547,KA1203-449213-2014,Jalgaon,High Court,Criminal,Fraud,POCSO Act,Evidence,04-01-2011,19-11-2011,Undertrial,3,3,FALSE,FALSE,JUDGE-19,1.403128866,7,Bailable,FIR-143/2025,157,,FALSE,5394,62,78.5
CASE20250548,KA1406-513394-2011,Vellore,District Court,Criminal,Theft,NDPS Act,Order Pending,02-11-2016,05-04-2017,Normal,1,5,FALSE,TRUE,JUDGE-8,1.203428678,4,Non-Bailable,FIR-505/2025,0,,FALSE,3265,30,48.36
CASE20250549,KA4004-518946-2020,Thiruvananthapuram,High Court,Family,Divorce,Civil Procedure Code,Arguments,30-06-2023,24-05-2025,Normal,5,4,TRUE,FALSE,JUDGE-10,0.874007546,9,,,0,0,FALSE,834,46,24.01
CASE20250550,KA4606-652143-2022,Aurangabad,High Court,Commercial,Intellectual Property,"Companies Act, 2013",Order Pending,26-07-2014,04-01-2015,Undertrial,3,1,FALSE,TRUE,JUDGE-15,0.60039864,2,,,0,16208387,TRUE,4095,15,74.92
CASE20250551,KA9202-440204-2012,Nashik,High Court,Civil,Land Dispute,Civil Procedure Code,Evidence,10-01-2019,04-10-2019,Corporation,5,1,FALSE,FALSE,JUDGE-5,1.277799327,10,,,0,1156925,FALSE,2466,6,23.69
CASE20250552,KA8802-911613-2019,Sirsa,District Court,Civil,Eviction,Civil Procedure Code,Evidence,05-11-2016,07-10-2018,Normal,1,1,TRUE,FALSE,JUDGE-7,1.023783949,5,,,0,467751,FALSE,3262,63,39.84
CASE20250553,KA2404-377084-2013,Berhampore,Magistrate Court,Civil,Tort Claim,Civil Procedure Code,Arguments,25-07-2018,21-03-2020,Undertrial,4,3,FALSE,FALSE,JUDGE-13,1.153669741,1,,,0,3120424,FALSE,2635,7,45.65
CASE20250554,KA9802-408318-2021,Kulti,District Court,Civil,Contract Breach,Civil Procedure Code,Summons,30-09-2011,08-04-2012,Corporation,5,4,FALSE,FALSE,JUDGE-18,0.982453115,10,,,0,3266264,FALSE,5125,13,33.9
CASE20250555,KA8907-788829-2014,Dehri,Magistrate Court,Criminal,Theft,IPC 302,Arguments,03-07-2013,09-04-2015,Normal,1,3,FALSE,FALSE,JUDGE-19,1.403128866,4,Bailable,FIR-110/2025,0,,FALSE,4483,8,29.4
CASE20250556,KA6701-781190-2016,Tirupati,High Court,Criminal,Cybercrime,POCSO Act,Order Pending,17-11-2019,02-02-2021,Woman/Child,3,5,FALSE,FALSE,JUDGE-7,1.023783949,10,Non-Bailable,FIR-526/2025,0,,FALSE,2155,58,59.76
CASE20250557,KA4905-936977-2010,Madurai,District Court,Criminal,Fraud,POCSO Act,Summons,29-05-2022,29-10-2023,Normal,1,4,TRUE,FALSE,JUDGE-14,1.482045073,4,Non-Bailable,FIR-588/2025,0,,FALSE,1231,57,35.43
CASE20250558,KA1708-874915-2015,Tezpur,District Court,Criminal,Assault,POCSO Act,Order Pending,05-01-2021,28-11-2022,Undertrial,2,1,FALSE,TRUE,JUDGE-11,0.648393063,9,Bailable,FIR-619/2025,1,,FALSE,1740,9,49.53
CASE20250559,KA1206-160863-2023,Hyderabad,Magistrate Court,Civil,Tort Claim,Civil Procedure Code,Arguments,25-10-2017,24-02-2018,Senior Citizen,3,2,FALSE,FALSE,JUDGE-11,0.648393063,4,,,0,2912901,FALSE,2908,22,43.52
CASE20250560,KA5701-888540-2017,Korba,District Court,Criminal,Cybercrime,IPC 420,Order Pending,21-12-2015,15-08-2016,Normal,5,5,FALSE,FALSE,JUDGE-17,1.392299379,1,Non-Bailable,FIR-722/2025,0,,FALSE,3582,57,50.03
CASE20250561,KA3304-699894-2015,Amroha,High Court,Criminal,Cybercrime,NDPS Act,Order Pending,04-04-2014,16-12-2015,Senior Citizen,4,7,FALSE,FALSE,JUDGE-16,0.919818682,9,Non-Bailable,FIR-105/2025,0,,FALSE,4208,54,69.5
CASE20250562,KA8508-128609-2018,Coimbatore,District Court,Civil,Eviction,Civil Procedure Code,Summons,06-02-2014,05-11-2015,Normal,5,7,FALSE,FALSE,JUDGE-18,0.982453115,9,,,0,2940367,FALSE,4265,3,30.4
CASE20250563,KA7203-706477-2024,Alappuzha,District Court,Criminal,Assault,IPC 420,Arguments,03-11-2018,11-07-2019,Normal,5,1,FALSE,FALSE,JUDGE-4,0.735865936,5,Non-Bailable,FIR-560/2025,0,,FALSE,2534,38,41.26
CASE20250564,KA3102-987191-2010,Yamunanagar,District Court,Criminal,Dowry,POCSO Act,Pleadings,16-11-2017,06-02-2018,Corporation,4,6,FALSE,FALSE,JUDGE-4,0.735865936,3,Bailable,FIR-160/2025,0,,FALSE,2886,49,35.97
CASE20250565,KA9303-415935-2022,Suryapet,District Court,Commercial,Insolvency,"Companies Act, 2013",Arguments,09-12-2011,20-04-2012,Undertrial,5,5,FALSE,FALSE,JUDGE-9,0.857957551,8,,,0,77522572,TRUE,5055,15,73.5
